title,authors,average_rating,isbn,language_code,# num_pages
The Loftier Way: Tales from the Ancient American Frontier,Blaine M. Yorgason-Brenton G. Yorgason,3.78,087747785X,eng,131
A Higher Justice (The Trials of Kit Shannon #5),James Scott Bell,4.23,764226460,eng,303
Plot & Structure: Techniques and Exercises for Crafting a Plot That Grips Readers from Start to Finish,James Scott Bell,4.1,158297294X,eng,234
Deadlock,James Scott Bell,3.95,310243882,eng,319
Breach of Promise,James Scott Bell,4,310243874,eng,345
Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed,James C. Scott,4.19,300078153,eng,445
Keats's Poetry and Prose,John Keats-Jeffrey N. Cox,4.31,393924912,eng,673
A False Mirror (Inspector Ian Rutledge  #9),Charles Todd,4.02,60786736,eng,384
Wings of Fire (Inspector Ian Rutledge  #2),Charles Todd,3.99,312965680,eng,306
A Cold Treachery (Inspector Ian Rutledge  #7),Charles Todd,4.14,553586610,eng,416
The Murder Stone,Charles Todd,3.83,553586602,eng,416
Legacy of the Dead (Inspector Ian Rutledge  #4),Charles Todd,4.15,553583158,eng,356
A Fearsome Doubt (Inspector Ian Rutledge  #6),Charles Todd,4.04,553583174,eng,384
Watchers of Time (Inspector Ian Rutledge  #5),Charles Todd,3.98,553583166,eng,421
Search the Dark (Inspector Ian Rutledge  #3),Charles Todd,4,312971281,eng,310
Bill Bryson's African Diary,Bill Bryson,3.43,385605145,en-GB,69
Hunters of Dune (Dune Chronicles #7),Brian Herbert-Kevin J. Anderson,3.65,765312921,eng,524
The Battle Of Corrin (Legends of Dune  #3),Brian Herbert-Kevin J. Anderson,3.74,340823372,eng,624
House Corrino (Prelude to Dune #3),Brian Herbert-Kevin J. Anderson,3.67,553580337,eng,667
House Harkonnen (Prelude to Dune #2),Brian Herbert-Kevin J. Anderson,3.66,553580302,eng,733
Doctor Who: The Inside Story,Gary Russell,4.21,056348649X,eng,256
Doctor Who Short Trips: Repercussions,Gary Russell-Peter Anghelides-J. Shaun Lyon-Jon de Burgh Miller-Eddie Robson-Todd Green-Andy Russell-Andrew Collins-Kathryn Sullivan-Iain McLaughlin-Mark Michalowski-Joseph Lidster-Trevor Baxendale-Colin Brake-Claire Bartlett-Sarah Groenewegen-Trey Korte-Andy Frankham-Allen,3.38,1844350487,eng,246
Gerontius,James Hamilton-Paterson,3.75,1862074933,eng,272
Hellstrom's Hive,Frank Herbert,3.68,553144383,eng,312
The Dark City (Eliot Ness  #1),Max Allan Collins,3.87,727862421,eng,233
Bullet Proof (Eliot Ness  #3),Max Allan Collins,3.98,727862987,eng,197
The Penguin Companion to European Literature,Anthony Thorlby,4.5,140510354,eng,907
West To Eden,Gloria Goldreich,3.77,380706016,eng,501
The Various,Steve Augarde,3.71,440420296,eng,448
Various Miracles,Carol Shields,3.9,1857023307,eng,242
Truman Capote: In Which Various Friends  Enemies  Acquaintances  and Detractors Recall His Turbulent Career,George Plimpton,4.07,385491735,eng,498
The Burnt Orange Heresy,Charles Willeford,3.91,786706686,eng,144
Shadow Twin,Gardner Dozois-George R.R. Martin-Daniel Abraham,3.56,1596060298,eng,114
Der Prophet,Kahlil Gibran,4.23,3530268038,ger,95
Secrets of the Heart,Kahlil Gibran-جبران خليل جبران,4.08,8185944601,eng,74
Le prophète,Kahlil Gibran,4.23,2844541844,fre,172
The Complete Stories of Robert Louis Stevenson: Strange Case of Dr. Jekyll and Mr. Hyde and Nineteen Other Tales,Robert Louis Stevenson-Barry Menikoff,4.12,375761357,eng,818
The Complete Short Stories Of Robert Louis Stevenson: With A Selection Of The Best Short Novels,Robert Louis Stevenson-Charles Neider,4.19,030680882X,eng,720
A Child's Garden of Verses,Robert Louis Stevenson-Tasha Tudor,4.3,689823827,eng,67
Have Space Suit—Will Travel (Heinlein's Juveniles  #12),Robert A. Heinlein,3.89,1416505490,eng,276
Practicalities,Marguerite Duras-Barbara Bray,3.99,802133118,eng,143
Le ravissement de Lol V. Stein,Marguerite Duras,3.67,2070368106,fre,192
India Song,Marguerite Duras-Barbara Bray,3.61,802131352,eng,146
Clown,Quentin Blake,3.97,805059334,en-US,32
The Spiral Stair (Arabel and Mortimer  #6),Joan Aiken-Quentin Blake,4.38,1903015073,eng,62
A Near Thing for Captain Najork (Captain Najork #2),Russell Hoban-Quentin Blake,4.2,1567923232,eng,32
All The Stars In Heaven: Louis B. Mayer's M G M,Gary Carey,3.83,860511642,eng,320
Cover Her Face (Adam Dalgliesh #1),P.D. James-Neville Teller-Robin Ellis-Sian Phillips-Hugh Grant,3.94,563528273,eng,2
Merveilles et Processions,Kahlil Gibran-Jean-Pierre Dahdah,4.02,2226085394,fre,200
Velvet,Alec Kalla,2.57,373265263,eng,251
Reptiles and Amphibians (Smithsonian Handbooks),Mark O'Shea-Tim Halliday-Jonathan Metcalf,3.99,789493934,eng,256
The Camera (Ansel Adams Photography  #1),Ansel Adams-Robert Hardy Baker,4.19,821221841,eng,195
The Negative (Ansel Adams Photography  #2),Ansel Adams-Robert Hardy Baker,4.4,821221868,en-US,265
The Print (Ansel Adams Photography  #3),Ansel Adams-Robert Hardy Baker,4.37,821221876,en-US,203
Vicars of Christ: A History of the Popes,Charles A. Coulombe,3.97,806523700,en-US,492
The Big Bing: Black Holes of Time Management  Gaseous Executive Bodies  Exploding Careers  and Other Theories on the Origins of the Business Universe,Stanley Bing,3.08,60529571,en-US,368
What Would Machiavelli Do?: The Ends Justify the Meanness,Stanley Bing,3.46,66620104,eng,176
William James: In the Maelstrom of American Modernism,Robert D. Richardson Jr.,4.23,618433252,eng,622
Cliffs Notes on Wright's Black Boy,Carl Senna-CliffsNotes-Richard Wright,3.75,822002426,eng,56
The Wit and Wisdom of Abraham Lincoln: A Book of Quotations,Abraham Lincoln-Bob Blaisdell,4.14,486440974,eng,96
Speeches and Writings 1832–1858,Abraham Lincoln-Don E. Fehrenbacher,4.37,940450437,eng,898
Selected Speeches and Writings,Abraham Lincoln-Gore Vidal,4.23,679737316,eng,515
George Eliot: The Last Victorian,Kathryn  Hughes,4.03,815411219,eng,416
The Mill on the Floss,George Eliot-A.S. Byatt,3.79,141439629,eng,579
Daniel Deronda,George Eliot-Terence Cave,3.83,140260773,eng,850
Scenes of Clerical Life,George Eliot-Thomas A. Noble,3.78,019283780X,eng,310
Terry Jones' Medieval Lives,Terry Jones-Alan Ereira,4.02,563522755,eng,240
Terry Jones' Fairy Tales,Terry Jones-Michael Foreman,4.23,140322620,eng,160
Some Ether,Nick Flynn,4.16,1555973035,eng,85
Tin House: Evil (Volume 8 no. 3),Chris Adrian-Nick Flynn-Francine Prose-Josip Novakovich-Moonshine,3.9,977698947,eng,224
A Note Slipped Under the Door: Teaching from Poems We Love,Nick Flynn-Shirley McPhillips-Philippa Stratton,4.12,1571103201,eng,256
The Trouble with Testosterone and Other Essays on the Biology of the Human Predicament,Robert M. Sapolsky,4.11,684838915,eng,288
Monkeyluv: And Other Essays on Our Lives as Animals,Robert M. Sapolsky,4.17,743260163,en-CA,209
Literary Criticism  Vol. 1: Essays on Literature / American Writers / English Writers,Henry James-Leon Edel-Mark Wilson,4.26,940450224,eng,1504
Advanced Statistics Demystified,Larry J. Stephens,4,71432426,eng,324
The Goon Show  Volume 5: And There's More Where That Came From!,NOT A BOOK,5,563389265,eng,2
Lilly's Big Day,Kevin Henkes,4.2,60742364,en-US,40
Chester's Way,Kevin Henkes,4.22,688154727,eng,32
Julius  the Baby of the World,Kevin Henkes,4.27,688143881,eng,32
Forms of Talk,Erving Goffman,3.81,081221112X,eng,344
Asylums: Essays on the Social Situation of Mental Patients and Other Inmates,Erving Goffman-William B. Helmreich,4.17,385000162,eng,386
Interaction Ritual - Essays on Face-to-Face Behavior,Erving Goffman,4.05,394706315,eng,288
Zondervan Handbook to the Bible,David        Alexander,4.14,310262712,eng,816
Study Bible: NIV,Anonymous,4.7,310929555,eng,2198
My Lord Eternity (Immortal Rogues  #2),Debbie Raleigh-Alexandra Ivy,3.74,821775502,eng,256
Aesop's Fables,Aesop-Ann McGovern,4.05,590438808,eng,80
Once A Wolf: How Wildlife Biologists Fought to Bring Back the Gray Wolf,Stephen R. Swinburne-Jim Brandenburg,4.06,618111204,eng,48
Conversations with Don DeLillo,Don DeLillo-Thomas DePietro,4.06,1578067049,en-US,183
Inventing America: Jefferson's Declaration of Independence,Garry Wills,3.92,618257764,eng,432
Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.13,743299639,eng,320
Venice: Lion City: The Religion of Empire,Garry Wills,3.74,671047647,eng,416
Four Weddings and a Funeral,Richard Curtis,3.76,312143400,eng,128
Halloween,Richard Curtis,4.13,553262963,eng,166
Encyclopaedia of Superheroes,Jeff Rovin,4.29,816016798,en-GB,441
Janet  My Mother and Me: A Memoir of Growing Up with Janet Flanner and Natalia Danesi Murray,William Murray,3.46,684809664,eng,320
Janet Flanner's World: Uncollected Writings 1932-1975,Janet Flanner-William Shawn-Irving Drutman,4.3,151461546,eng,368
Catch That Pass!,Matt Christopher,3.89,316139246,eng,130
Divide and Conquer (Tom Clancy's Op-Center  #7),Jeff Rovin-Tom Clancy-Steve Pieczenik,3.79,425174808,eng,372
Death Match (Tom Clancy's Net Force Explorers  #18),Diane Duane-Tom Clancy-Steve Pieczenik,4.1,042518448X,eng,192
Line of Control (Tom Clancy's Op-Center  #8),Jeff Rovin-Tom Clancy-Steve Pieczenik,3.85,425180050,eng,384
Sea of Fire (Tom Clancy's Op-Center  #10),Jeff Rovin-Tom Clancy-Steve Pieczenik,3.89,425190919,eng,400
One is the Loneliest Number (Tom Clancy's Net Force Explorers  #3),Diane Duane-Tom Clancy-Steve Pieczenik,3.93,425164179,eng,182
Aliens: Nightmare Asylum,Steve Perry,3.67,553561588,en-US,277
The Omega Cage (Matador  #4),Steve Perry-Michael Reaves,3.77,441623824,eng,256
The 97th Step (Matador  #5),Steve Perry,4.22,441581056,eng,304
A Friar's Bloodfeud (Knights Templar  #20),Michael Jecks,4.1,755323009,eng,500
Death Ship of Dartmouth (Knights Templar  #21),Michael Jecks,4.07,755323017,eng,352
The John Deere Two-Cylinder Tractor Encyclopedia: The Complete Model-by-Model History,Don Macmillan-Wayne G. Broehl Jr.,4.75,076032963X,eng,256
Phantoms,Rosalind M. Greenberg,3.38,886773482,eng,270
Fantasy Gone Wrong,Martin H. Greenberg-Brittiany A. Koren-Brian Stableford-Mickey Zucker Reichert-Fiona Patton-Jim C. Hines-Esther M. Friesner-Donald J. Bingle-Alan Dean Foster-Devon Monk-Phaedra M. Weldon-Christina F. York-Jana Paniccia-Josepha Sherman-Susan Sizemore-Michael Jasper-Janny Wurts-Lisanne Norman,3.46,756403804,eng,309
The Ghosts in Baker Street: New Tales of Sherlock Holmes,Martin H. Greenberg-Daniel Stashower,3.55,078671400X,en-US,320
Christmas Bestiary,Martin H. Greenberg-Jack Nimersheim-Jane Yolen-Jack C. Haldeman II-Harry Turtledove-Laura Resnick-Mike Resnick-Karen Haber-Jane Lindskold-Lawrence Schimel-Barry N. Malzberg-Tanya Huff-Michelle Sagara West-Mark Aronson-Stefan R. Dziemianowicz-Jennifer Roberson-Kristine Kathryn Rusch-Elizabeth Ann Scarborough-Barbara Delaplace-Barb Jernigan-Blake Cahoon,3.62,886775280,eng,315
Black Cats and Broken Mirrors,John Helfers-Esther M. Friesner-Nina Kiriki Hoffman-Bruce Holland Rogers-Peter Crowther-R. Davis-Charles de Lint-Elizabeth Ann Scarborough-Michelle Sagara West-Nancy Springer-Dean Wesley Smith-Kristine Kathryn Rusch-Josepha Sherman-Jane Lindskold-Genevieve Gorman-Kristin Schwengel-Jean-François Podevin-Zane Stillings-Carol Rondou,3.34,886777887,eng,320
Time Twisters,Jean Rabe-Martin H. Greenberg-Stephen Leigh-Gene DeWeese-Joe Masdon-Donald J. Bingle-Skip Williams-Penny Williams-Pierce Askegren-Nancy Virginia Varian-Wes Nicholson-John Helfers-Chris Pierson-Harry Turtledove-Kevin J. Anderson-Robert E. Vardeman-Jackie Cassada-James M. Ward-Jon L. Breen-Linda P. Baker,3.34,756404053,eng,306
The Western Canon: The Books and School of the Ages,Harold Bloom,3.87,1573225142,en-US,560
Shakespeare: The Invention of the Human,Harold Bloom,4.02,157322751X,eng,745
The American Religion,Harold Bloom,3.77,978721004,en-GB,305
American Caesar: Douglas MacArthur 1880-1964,William Manchester,4.14,316544981,eng,811
Winchester Shotguns,Dennis Adler-R.L. Wilson,5,785821082,eng,372
Colossians and Philemon: A Critical and Exegetical Commentary (International Critical Commentary),R. McL. Wilson,5,567044718,eng,512
Maurice Sendak's Seven Little Monsters: What Time is It? - Book #4,Arthur Yorinks-Raymond Jafelice,2.75,078681778X,eng,24
Meditations for Manifesting: Morning and Evening Meditations to Literally Create Your Heart's Desire,Wayne W. Dyer,3.98,156170315X,eng,1
The Art of Seduction,Robert Greene,4.06,1861977697,eng,466
Michael Smith Elements of Style,Michael S.  Smith-Diane Dorrans Saeks,4.12,847827623,eng,212
Freedom,Michael W.  Smith,3.8,634041126,eng,72
Spares,Michael Marshall Smith,4.13,6512674,eng,317
One of Us,Michael Marshall Smith,4.04,553580698,eng,368
The Secret City (Pyrates  #1),Chris Archer,4.1,439368510,eng,184
The Theory and Practice of Group Psychotherapy,Irvin D. Yalom-Molyn Leszcz,4.16,465092845,en-US,688
When Nietzsche Wept,Irvin D. Yalom,4.3,60748125,eng,310
Existential Psychotherapy,Irvin D. Yalom,4.38,465021476,en-US,544
Crown of Stars (Crown of Stars  #7),Kate Elliott,3.91,756404061,eng,672
Crown Duel (Crown & Court #1-2),Sherwood Smith,4.19,142301515,eng,471
A Rose for the Crown,Anne Easter Smith,4.02,743276876,en-US,672
The Bloody Crown of Conan (Conan the Cimmerian  #2),Robert E. Howard-Gary Gianni-Patrice Louinet,4.29,345461525,eng,366
Rough Crossings: Britain  the Slaves and the American Revolution,Simon Schama,3.97,006053916X,eng,496
Landscape and Memory,Simon Schama,4.17,679735127,eng,672
The Embarrassment of Riches: An Interpretation of Dutch Culture in the Golden Age,Simon Schama,4.06,679781242,en-US,720
Citizens: A Chronicle of the French Revolution,Simon Schama,3.98,141017279,en-GB,825
The Feelings Book: The Care & Keeping of Your Emotions,Lynda Madison-Bonnie Timmons-Norm Bendell,4.15,1584855282,eng,104
A Smart Girl's Guide to Money: How to Make It  Save It  And Spend It,Nancy Holyoke-Ali Douglass,4.13,1593691033,en-GB,95
What Would You Do? (American Girl Library),Patti Kelley Criswell-Norm Bendell,4.3,1584858745,en-US,63
What Color Is Your Parachute? 1977: A Practical Manual For Job Hunters & Career Changers,Richard Nelson Bolles,3.69,913668060,eng,233
The Halloween Activity Book: Creepy  Crawly  Hairy  Scary Things to Do,Mymi Doinet-Benjamin Chaud,2,811832791,eng,32
Tregaron's Daughter,Madeleine Brent,4.13,385003234,eng,251
The Capricorn Stone,Madeleine Brent,3.9,044920149X,eng,346
Golden Urchin,Madeleine Brent,4.09,449213897,en-GB,384
The Ethics of Ambiguity,Simone de Beauvoir-Bernard Frechtman,4.14,080650160X,eng,162
She Came to Stay,Simone de Beauvoir,3.9,6540805,en-GB,416
The Coming of Age,Simone de Beauvoir-Patrick O'Brian,3.89,039331443X,en-GB,592
A Transatlantic Love Affair: Letters to Nelson Algren,Simone de Beauvoir-Nelson Algren-Sylvie Le Bon de Beauvoir-Vanessa Kling-Ellen Gordon Reeves,4.01,1565845609,eng,560
La Force de l'âge,Simone de Beauvoir,4.15,2070377822,fre,786
What Life Was Like When Rome Ruled the World: The Roman Empire  100 BC - AD 200 (What Life Was Like),Time-Life Books,3.84,783554524,eng,192
Sudden Fiction International: 60 Short-Short Stories,Robert Shapard-James Thomas,3.77,393306135,en-US,352
Sudden Fiction: American Short-Short Stories,Robert Shapard-James Thomas,3.85,879052651,eng,264
Sarah Bernhardt,Elizabeth Silverthorne-Betty McCollum,4,791074587,eng,136
The Art of Controversy (The Essays of Arthur Schopenhauer),Thomas Bailey Saunders,3.59,141916130X,eng,76
The Wisdom of Life,Arthur Schopenhauer-Thomas Bailey Saunders,4.14,486435504,eng,96
On Human Nature (The Essays of Arthur Schopenhauer),Arthur Schopenhauer-Thomas Bailey Saunders,4.01,1406800449,eng,64
For All Time (Time Travelers  #4),Caroline B. Cooney,3.91,440229316,eng,261
Wanted!,Caroline B. Cooney,3.68,590988492,en-US,230
The Time Travelers: Volume One,Caroline B. Cooney,3.94,553494805,en-US,420
The Stranger,Caroline B. Cooney,3.55,590456806,eng,198
Every Night Italian: Every Night Italian,Giuliano Hazan-Marcella Hazan-Dana Gallagher,3.75,684800284,eng,256
More Classic Italian Cooking,Marcella Hazan,4.47,345314034,eng,465
Practice Makes Perfect: Italian Verb Tenses,Paola Nanni-Tate,4,71451382,eng,252
Effigies (Faye Longchamp  #3),Mary Anna Evans,4.02,1590583426,eng,301
The Cambridge Companion to Schopenhauer,Christopher Janaway,3.89,521629241,eng,494
Stormie: A Story of Forgiveness and Healing,Stormie Omartian,4.39,1565078322,eng,192
The Orion Mystery: Unlocking the Secrets of the Pyramids,Robert Bauval-Adrian Geoffrey Gilbert,3.93,517884542,eng,352
Orion (Orion  #1),Ben Bova,3.71,812532473,eng,432
Lake Orion (Images of America: Michigan),James E. Ingram-Lori Grove,5,738539562,eng,128
Rick Steves' Europe Through the Back Door,Rick Steves,4.24,1566918081,eng,808
A Dangerous Man (Hank Thompson  #3),Charlie Huston,4.07,034548133X,eng,286
Already Dead (Joe Pitt  #1),Charlie Huston,3.79,034547824X,en-US,268
Caught Stealing (Hank Thompson  #1),Charlie Huston,4.05,345464788,eng,240
Ultimate Annuals  Volume 2,Charlie Huston-Mike Carey-Brian Michael Bendis-Robert Kirkman-Mike Deodato-Ryan Sook-Stuart Immonen-Frazier Irving,3.2,785123717,eng,160
Dead I Well May Be (Dead Trilogy #1),Adrian McKinty,3.98,743470567,eng,384
The Dead Yard (Michael Forsythe #2),Adrian McKinty,4.12,743499484,eng,364
The Lighthouse Land (Lighthouse Trilogy #1),Adrian McKinty,3.6,081095480X,eng,372
Spider Mountain (Cam Richter  #2),P.T. Deutermann,3.91,031233379X,eng,309
The Edge of Honor,P.T. Deutermann,3.96,312953968,eng,626
The Firefly,P.T. Deutermann,3.76,312994818,eng,528
Diary of a Spider,Doreen Cronin-Harry Bliss,4.25,60001534,en-US,40
The Snow Spider (Snow Spider Trilogy  #1),Jenny Nimmo,3.69,439846757,en-US,146
Ultimate Spider-Man  Volume 16: Deadpool,Brian Michael Bendis-Mark Bagley,3.7,785119272,eng,184
Ultimate Spider-Man  Volume 7,Brian Michael Bendis-Mark Bagley,4.08,078512148X,eng,344
Fables: 1001 Nights of Snowfall,Bill Willingham-Esao Andrews-John Bolton-Mark Buckingham-James Jean-Derek Kirk Kim-Tara  McPherson-Jill Thompson-Mark Wheatley-Michael Wm. Kaluta-Charles Vess-Brian Bolland,4.13,1401203671,eng,140
Cold Fire / Hideaway / The Key to Midnight,Dean Koontz-Leigh Nichols,4.17,399146261,eng,784
Fables  Vol. 8: Wolves,Bill Willingham-Mark Buckingham-Steve Leialoha-Shawn McManus-Andrew Pepoy,4.28,1401210015,eng,160
Fables  Vol. 4: March of the Wooden Soldiers,Bill Willingham-Mark Buckingham-Craig Hamilton-Steve Leialoha-P. Craig Russell,4.29,1401202225,eng,231
Fables  Vol. 1: Legends in Exile,Bill Willingham-Terry Moore-Mike Allred-Lan Medina-Mark Buckingham-Matthew Sturges-Steve Leialoha-Craig Hamilton-Russ Braun-James Jean-Tony Akins-Eric Shanower-Shawn McManus-Jae Lee-Chrissie Zullo-David Petersen,3.97,1563899426,eng,128
Fables  Vol. 7: Arabian Nights [and Days] (Fables  #7),Bill Willingham-Mark Buckingham-Steve Leialoha-Jim Fern-Jimmy Palmiotti-Andrew Pepoy,4.1,1401210007,eng,143
Fables  Vol. 6: Homelands,Bill Willingham-David Hahn-Mark Buckingham-Lan Medina-Steve Leialoha,4.28,1401205003,eng,190
Fables  Vol. 3: Storybook Love,Bill Willingham-Bryan Talbot-Lan Medina-Mark Buckingham-Linda Medley-Steve Leialoha-James Jean,4.13,140120256X,eng,190
Fables  Vol. 5: The Mean Seasons,Bill Willingham-Mark Buckingham-Steve Leialoha-Tony Akins-Jimmy Palmiotti,4.19,1401204864,eng,166
The Choice: A Fable of Free Trade and Protectionism,Russell Roberts-Russ Roberts,3.76,131433547,eng,132
Prodigal Son (Dean Koontz's Frankenstein  #1),Dean Koontz-Kevin J. Anderson-Scott Brick,4.02,141591561X,eng,469
Brewer's Dictionary of Phrase and Fable,John Ayto,4.37,61121207,en-US,1326
Jack of Fables  Vol. 1: The (Nearly) Great Escape,Bill Willingham-Matthew Sturges-Tony Akins-Andrew Pepoy,3.58,1401212220,eng,128
Math Fables,Greg Tang-Heather Cahoon,4.06,043945400X,eng,40
